Title,Authors,Abstract,URL,Paper ID
Abstract 2087: Does an Internet-Based Intervention Reduce Use of Emergency Services Among Patients with Chronic Cardiac Disease?,"L. Burke, G. Casper, M. Sebern, C. Or, R. Valdez, P. Brennan",,https://www.semanticscholar.org/paper/82f8a9848e2d6f5c916f0135e34fd1c9260ecb00,82f8a9848e2d6f5c916f0135e34fd1c9260ecb00
Dispute Resolution in International Trade and Investment Law: Privatisation of the Public?,N. Gal‐Or,"Global trade and foreign direct investment (FDI) have figured as two most critical facilitators in the communication and knowledge revolution beginning in the mid 1970s. Changes in these economic sectors effected transformations in known and accepted international - and even domestic - rules of the game. They are challenging basic assumptions regarding the three pillars of governance: Law making, law adjudication, and law enforcement, and have brought international law into a swirl. It is now time to bring some theoretical and principled order into what has been born out of economic, political, and legal empirical experimentation. Within this anthology on transnational private governance (TPG), this paper concentrates on the international legal ramifications of the privatisation of areas formerly under public governance. I argue here that - important as they are to the clarifications of the legal and governance practises at the international and national levels - the discourses on the legalisation, judicialization, and constitutionalization of international relations rarely reach beyond the classic paradigm of public versus private international law. And where exploring the overlap between these two spheres, they remain confined to symptomatic issues. For example, the debates address public’s demand for transparency and private sector’s need for confidentiality, or identify new private actors in international relations, yet without tackling the varying challenges these actors pose for public international law. Who are the new actors in international relations? Who is, and who can and should, be recognised as subject of international law? Why, and for what purpose? In other words, in the face of devolution and convergence of governance formats, can the state continue to be the primary (in most cases - the sole) subject of international law? Can it survive the empirical evolutions? If not, what are the rights and obligations that new international NSAs enjoy and must be bound by as new de facto subjects of international law? Who among these actors can and should be recognised as subject of international law? For whatever reason (deterred by the complexity, or simple inattention), scholars have refrained from directly - and prescriptively - tackling this core issue, missing the point, and neglecting to “think the issue through”. In the paper, I trace the impact of the private sector on the public sphere by reviewing the major legal and political debates arising from the developments in global trade and investment. I exemplify this by referring to the 3d draft of the Free Trade Agreement of the Americas (FTAA) as a case study representative of a revolutionary trend in the development in international trade and investment law. I show that in order to contribute to a coherent, relevant, and legitimate international legal system, each polemic must as a primary condition of clarification tackle the identity of subject of international law. The first part of the paper discusses the private-public nexus in regards to trade and investment and its reflection in international law. It is followed by an analysis of the intersection between the private and public in the course of the development of international trade and investment law and asks the question whether the public is co-opting the private sector, or vice versa. This part, which forms the core of the paper is further divided in to sections examining whether trade and investment agreements are treaties or contracts and analysing their dispute settlement mechanisms by means of a sample of the most pressing problems: Privity of contract, juridicialization of arbitration, the meaning of appeal, the enforcement of international arbitral awards, and the question about the need for specialised legal institutions. The paper concludes with a call for a transdisciplinary discourse on the identity and definition of subject of international law. Such debate is invaluable as a prerequisite for a “principled” common ground upon which to establish a world rules-based governance.",https://www.semanticscholar.org/paper/c9f7c1e33c5920b1a7cb92e52b5770cf16c1b0e8,c9f7c1e33c5920b1a7cb92e52b5770cf16c1b0e8
The Concept of Appeal,N. Gal‐Or,,https://www.semanticscholar.org/paper/078ba04e7baa2954d53cb86eb984ca3f126d691f,078ba04e7baa2954d53cb86eb984ca3f126d691f
JAPAN'S INDUSTRIAL POLICY A TEACHER BY POSITIVE AND ACCESSION TO THE GATT=,"OR Negative Examples, K. Suzumura, K. Ishiguro, Motoshige Itoh, Ryūtarō Komiya, E. Malinvaud, M. Matsushita",,https://www.semanticscholar.org/paper/dd1c77e71470ba1692aa3557588bfbed60ab70f0,dd1c77e71470ba1692aa3557588bfbed60ab70f0
2003 Index IEEE Transactions on Visualization and Computer Graphics Vol. 9,"Aidong Lu, J. Taylor, Charles Hansen, Penny Rheingans, M. Hartner, Johannes Behr, D. Cohen-Or, S. Fleishman, David Levin",,https://www.semanticscholar.org/paper/127a2fb5cbc5231014e394082a0dbd526e209c64,127a2fb5cbc5231014e394082a0dbd526e209c64
"ECONOMIC COMMISSION FOR EUROPE French and English English CONFERENCE OF EUROPEAN STATISTICIANS UN/ECE Work Session on Methodological Issues Involving the Integration of Statistics and Geography (Neuchâtel, Switzerland, 10-12 April 2000) Topic (i): Policy and organizational aspects in GIS and statis","French, English-Or English",,https://www.semanticscholar.org/paper/931d1c54abee5b57aab70038e0e082afcc4eff90,931d1c54abee5b57aab70038e0e082afcc4eff90
The Society for Economic Analysis Limited First Mover Disadvantages with Private Information,Esther Gal‐Or,,https://www.semanticscholar.org/paper/b3a0db4a77587f96d11b22f387724fe3d53b16bb,b3a0db4a77587f96d11b22f387724fe3d53b16bb
"Influence of Habitat Modifications on Habitat Composition and Anadromous Salmonid Populations in Fish Creek, Oregon, 1983-1988 Annual Report.","G. Reeves, Corvallis Or Range Experiment Station, David B. Hohler","Modification of degraded habitats to increase populations of anadromous salmonids is a major focus of management agencies throughout the Pacific Northwest. Millions of dollars are spent annually on such efforts. Inherent in implementing habitat improvements is the need for quantitative evaluation of the biological and physical effects of such work. Reeves et al. (in press), however, noted that such evaluations are rare, making it difficult to assess the true results of habitat work. While it is not economically possible to thoroughly evaluate every habitat project, it is essential that intensive evaluations be done on selected representative projects. One such evaluation program has been underway since 1982 on Fish Creek, a tributary of the Clackamas River near Estacada, OR. Habitat modification has been done by the USDA Forest Service, Estacada Ranger District, Mt. Hood National Forest with funding provided in part by the Bonneville Power Administration (BPA). The USDA Forest Service, Anadromous Fish Habitat Research Unit, Pacific Northwest Research Station (PNW), Corvallis, OR is charged with: (1) evaluating the biological and physical responses to habitat modifications on a basin scale; and (2) developing a cost-benefit analysis of the program. Preliminary results have been reported in a series of annual publications, Everestmore » and Sedell 1983, 1984 and Everest et al. 1985, 1986, 1987, 1988. The objectives of this paper are to: (1) report 1988 observations of biological and physical changes in habitat, salmonid populations, and smolt production in Fish Creek, and (2) examine preliminary trends in fish habitat and populations related to habitat improvement over the period 1983-1988. We have prefaced the trends in the latter objective as preliminary because we believe it could take a minimum of 10 years before the full biological and physical responses to habitat work are realized. We therefore urge caution in interpreting these preliminary results.« less",https://www.semanticscholar.org/paper/731a7bdf1b26c6e6497af8dfa72c45c9d1209663,731a7bdf1b26c6e6497af8dfa72c45c9d1209663
Lower Bounds For Algebraic Computation Trees,Michael Ben-Or,,https://www.semanticscholar.org/paper/29e235b7dd3e356b8a37ed77435646ccfa0020fc,29e235b7dd3e356b8a37ed77435646ccfa0020fc
Book reviews,"B. Bridges, I. Barnes, I. Neumann, M. Wintle, N. Gal‐Or, L. Wylie, J. Ravenhill*","Europe, East Asia and APEC: A Shared Global Agenda?, edited by Peter Drysdale and David Vines, Cambridge, Cambridge University Press, 1998, ISBN 0–521–63315‐X, 304 pp. The European Economy, edited by David A. Dyker, London, Longman, 2nd edition, 1999, ISBN 0 582 29803 2, XIII + 439 pp. The Nordic States and European Unity, edited by Christine Ingebritsen, Ithaca, NY, Cornell University Press, 1998, ISBN 0–8014–34894X, 219 pp. Legitimacy and the EU, edited by David Beetham and Christopher Lord, Political Dynamics of the EU Series, London and New York, Longman, 1988, ISBN 0–582–30489‐X, 144 pp. Europe and the Challenge of the Asia Pacific: Change, Continuity and Crisis, edited by Brian Bridges, Cheltenham, UK, Edward Elgar, 1999, ISBN 1 85898 497 1, 230 pp. The Plurality of Truth: A Critique of Research on the State and European Integration, edited by Hanna Ojanen, Aldershot, Ashgate, 1998, ISBN 1–84014–402–5, 377 pp. Regional Trading Blocs in the Global Economy: The EU and ASEAN, edited by May T. Yeung, Nicholas Perdikis and William A. Kerr, Cheltenham, UK, Edward Elgar, 1999, xi+163 pp.",https://www.semanticscholar.org/paper/2c3894dac1c41e207a343362023947d212102004,2c3894dac1c41e207a343362023947d212102004
"Effects of Mitigative Measures on Productivity of White Sturgeon Populations in the Columbia River Downstream from McNary Dam; Determine Status and Habitat Requirements of White Sturgeon Populations in the Columbia and Snake Rivers Upstream from McNary Dam, 1995-1996 Annual Report.","T. Rien, Portland Or Wildlife","We report on our progress from April 1992-March 1993 in research on white sturgeon in the lower Columbia River. The study began in July 1986 and progress through 1992 was summarized in a comprehensive report in 2 volumes (Beamesderfer and Nigro 1993a, 1993b). This report details activities during the first year of Phase II of this sturgeon research. In Phase I, we assessed the status and habitat requirements of the white sturgeon populations in the Columbia River downstream from McNary Dam. Phase II will examine the effects on white sturgeon productivity of mitigative measures recommended in Phase I. The status and habitat requirements of white sturgeon populations upstream from McNary Dam will also be examined in Phase II. The study is a cooperative effort by the Oregon Department of Fish and Wildlife, Washington Department of Fisheries, U.S. Fish and Wildlife Service, and National Marine Fisheries Service. Work during the past year has focused on: (1) analysis of results of limited sampling conducted in 1992, (2) submission of Phase I results to the peer-review literature to ensure widespread dissemination, clarity of presentation, and credibility of findings, and (3) preparations for additional field work in 1993. In report sections A to D,more » each agency reports 1992 results if applicable and the current status of manuscripts. Results of field work conducted in 1993 will be reported in the 1994 annual report.« less",https://www.semanticscholar.org/paper/3f6062c2b389ec3cb592be73409a2b7e5fc273c4,3f6062c2b389ec3cb592be73409a2b7e5fc273c4
NUCLEAR ENERGY IN ISRAEL,A. Bar-Or,,https://www.semanticscholar.org/paper/5d7d743cb0cade4b61a2cd0fb7ea9bccd31303da,5d7d743cb0cade4b61a2cd0fb7ea9bccd31303da
[LORENZO'S OIL AND ADRENOLEUKODYSTROPHY EXAMINING AN ARTIFICIAL INTELLIGENCE TOOL INTENDED FOR CONDUCTING LITERATURE SEARCHES AND ANALYSES].,"Or Degany, Michal Meir, Sharon Einav",,https://www.semanticscholar.org/paper/a22e816cbf78cb80c5782e44d9ec45efa9656381,a22e816cbf78cb80c5782e44d9ec45efa9656381
Electron scattering and neutrino physics,"A. Ankowski, A. Ashkenazi, S. Bacca, J. Barrow, M. Betancourt, A. Bodek, M. Christy, L. D. S. Dytman, A. Friedland, O. Hen, C. Horowitz, N. Jachowicz, W. Ketchum, T. Lux, K. Mahn, C. Mariani, J. Newby, V. Pandey, A. Papadopoulou, E. Radicioni, F. S'anchez, C. Sfienti, J. M. Ud'ias, L. Weinstein, L. Alvarez-Ruso, J. E. Amaro, C. Arguelles, A. Balantekin, S. Bolognesi, V. Brdar, P. Butti, S. Carey, Z. Djurcic, O. Dvornikov, S. Edayath, S. Gardiner, J. Isaacson, W. Jay, A. Klustov'a, K. McFarland, A. Nikolakopoulos, A. Norrick, S. Pastore, G. Paz, M. Reno, I. Simó, J. Sobczyk, A. Sousa, N. Toro, Yu-Dai Tsai, M. Wagman, J. Walsh, G. Yang","
 A thorough understanding of neutrino–nucleus scattering physics is crucial for the successful execution of the entire US neutrino physics program. Neutrino–nucleus interaction constitutes one of the biggest systematic uncertainties in neutrino experiments—both at intermediate energies affecting long-baseline deep underground neutrino experiment, as well as at low energies affecting coherent scattering neutrino program—and could well be the difference between achieving or missing discovery level precision. To this end, electron–nucleus scattering experiments provide vital information to test, assess and validate different nuclear models and event generators intended to test, assess and validate different nuclear models and event generators intended to be used in neutrino experiments. Similarly, for the low-energy neutrino program revolving around the coherent elastic neutrino–nucleus scattering (CEvNS) physics at stopped pion sources, such as at ORNL, the main source of uncertainty in the evaluation of the CEvNS cross section is driven by the underlying nuclear structure, embedded in the weak form factor, of the target nucleus. To this end, parity-violating electron scattering (PVES) experiments, utilizing polarized electron beams, provide vital model-independent information in determining weak form factors. This information is vital in achieving a percent level precision needed to disentangle new physics signals from the standard model expected CEvNS rate. In this white paper, we highlight connections between electron- and neutrino–nucleus scattering physics at energies ranging from 10 s of MeV to a few GeV, review the status of ongoing and planned electron scattering experiments, identify gaps, and lay out a path forward that benefits the neutrino community. We also highlight the systemic challenges with respect to the divide between the nuclear and high-energy physics communities and funding that presents additional hurdles in mobilizing these connections to the benefit of neutrino programs.",https://www.semanticscholar.org/paper/3b26a08956a8dc611e5dbfb5a5daf702d2eaa044,3b26a08956a8dc611e5dbfb5a5daf702d2eaa044
"Study protocol of ConquerFear-HK: a randomised controlled trial of a metacognition-based, manualised intervention for fear of cancer recurrence among Chinese cancer survivors","D. Ng, R. Fielding, Catherine Tsang, C. Ng, J. Chan, A. Or, Izy Wing Man Kong, J. C. Y. Tang, W. Li, A. Chang, Chi Choo Foo, A. Kwong, S. Ng, D. Suen, M. Chan, O. Chun, K. Chan, P. Butow, W. Lam","Introduction Fear of cancer recurrence (FCR) is a prevalent and frequently debilitating response to a cancer diagnosis, affecting a substantial proportion of cancer survivors. Approximately 30% of local Hong Kong Chinese cancer survivors in a recent survey reportedly experienced persistent high FCR over the first-year post-surgery. This was associated with lower levels of psychological well-being and quality of life. A manualised intervention (ConquerFear) developed primarily based on the Self-Regulatory Executive Function Model and the Rational Frame Theory, has been found to reduce FCR effectively among Caucasian cancer survivors. The intervention now has been adapted to a Chinese context; ConquerFear-HK. The primary aim of this study is to evaluate its efficacy vs a standard-survivorship-care control (BasicCancerCare) in FCR improvement in a randomised control trial (RCT). Methods and analysis In this RCT, using the sealed envelope method, 174 eligible Chinese cancer survivors will be randomised to either the ConquerFear-HK or BasicCancerCare intervention. Both interventions include six sessions over 10 weeks, which will be delivered via face to face or online by trained therapists. The ConquerFear-HK intervention incorporates value classification, metacognitive therapy, attentional training, detached mindfulness and psychoeducation; BasicCancerCare includes relaxation training, dietary and physical activity consultations. Participants will be assessed at prior randomisation (baseline; T0), immediately postintervention (T1), 3 months (T2) and 6 months postintervention (T3) on the measures of FCR (Fear of Cancer Recurrence Inventory) as a primary outcome; metacognition (30-item Metacognitions Quesionnaire) and cognitive attentional syndrome (Cognitive-attentional Syndrome Questionnaire) as process outcomes; psychological distress (Hospital Anxiety and Depression Scale), cancer-related distress (Chinese Impact of Events Scale), quality of life (European Organisation for Research and Treatment of Cancer Quality of Life Core Questionnaire) and treatment satisfaction are secondary outcomes. Ethics and dissemination Ethics approval has been obtained from HKU/HA HKW Institutional Review Board (ref: UW19-183). The patients/participants provide their written informed consent to participate in this study. The study results will be disseminated through international peer-review publications and conference presentations. Trial registration number NCT04568226.",https://www.semanticscholar.org/paper/fa91b2a1a985550dd1e15cff273df1db64908e99,fa91b2a1a985550dd1e15cff273df1db64908e99
Alternative clinical approaches to the treatment of pruritus related with canine atopic dermatitis,"Deniz Zeynep Telci, Semih İzmirli, M. Or, B. Dokuzeylül","Canine atopic dermatitis (CAD) is a genetically inheritable, inflammatory and pruritic skin disease with characteristic clinical features, most commonly associated with IgE antibodies to environmental allergens. Itching is the most prominent clinical finding. Depending on the allergens involved, seasonal or non-seasonal pruritus may occur. 
 In the first active phase of pruritus treatment, which consists of two stages, acute exacerbations should be controlled by drugs with active ingredients such as corticosteroids, oclacitinib, lokivetmab, etc. In the proactive pruritus treatment, it is aimed to prevent exacerbations and prolong the pruritus-free period with maintenance treatment. For this purpose, in addition to active phase of the therapy, different treatment options such as cyclosporine, tacrolimus, antihistamines, essential fatty acids, Palmitoylethanolamide (PEA), topical drugs and shampoos can be used to repair the skin barrier. 
 Due to the side effects and costs of the drugs used in the treatment of pruritus in atopic dermatitis, researches on alternative treatment methods are still continuing. Applications such as mesenchymal stem cell therapy, recombinant canine gamma-interferon, luteolin, vitamin D, vitamin E, lactoferricin/verbascoside, mastinib, cannabidiol (CBD), probiotics and vaccination against IL-31 are the alternative treatment options for atopic dermatitis in dogs. However, more studies are needed before their inclusion in our routine clinical practices and added to the guidelines. In this review, it is aimed to provide information about new treatments used for pruritus in CAD and to encourage their use in routine veterinary clinical practice.",https://www.semanticscholar.org/paper/435bc09e098d5b9731e41367f86ec7e9e92edec5,435bc09e098d5b9731e41367f86ec7e9e92edec5
A Comparative Study of Sentiment Analysis on Public Opinion Data Using BERT and LSTM Architecture Based on a Transformers Approach,"Bristi Rani Roy, Md. Harun Or Rashid, Md. Mominul Haque, Ananya Sarker","Human being are able to express their thoughts, perspectives, and opinions on a variety of topics through online forums, blogs, social media sites, digital discussion forums, as well as other virtual spaces as a result of the lightning-fast growth of technological advancements like the Internet and the rise of social networks. These viewpoints may help businesses like hotels and the tourism industry in enhancing their commodities and amenities for the visitors they serve. People are able to learn considerable information from the analysis of public sentiment, thoughts, perceptions, opinions, and so on. Sentiment analysis is essential for exploring the public’s sentiment or opinion because the findings may provide us with insightful information. By using Deep Learning technology to analyze the emotional tenor of comments, it is now possible to quickly understand public opinion on hotel product preferences, advertising tactics, and financial goals. Sentiment Analysis is another Natural Language Processing (NLP) application that has encountered an immense surge in popularity over the past few years. Nevertheless, the difficulties in NLP are impeding sentiment analysis’s efficacy and accuracy. Deep learning models have been highlighted to be a promising response to NLP’s issues lately. This research compares the BERT model with the LSTM model to accomplish sentiment analysis objectives to overcome this limitation. We developed a customized unique data set based on the general consensus regarding hotel reviews to properly implement the aforementioned method. Last but not least, a comparative study between the BERT and LSTM models has been conducted on the experimental results for the input features.",https://www.semanticscholar.org/paper/bf575f45d83c42e8cab10b24e6822a978bbf3ade,bf575f45d83c42e8cab10b24e6822a978bbf3ade
Prediction of Death Counts Based on Short-term Mortality Fluctuations Data Series using Multi-output Regression Models,"Md Imtiaz Ahmed, Nurjahan -, Md. Mahbub-Or-Rashid, F. Islam","—Effective public health responses to unexpected epidemiological hazards or disasters need rapid and reliable monitoring. But, monitoring fast-changing situations and ac- quiring timely, accurate, and cross-national statistics to address short-term mortality fluctuations due to these hazards is very challenging. Estimating weekly excess deaths is the most solid and accurate way to measure the mortality burden caused by short-term risk factors. The Short-term Mortality Fluctuations (STMF) data series is one of the significant collections of the Human Mortality Database (HMD) that provides the weekly death counts and rates by age and sex of a country. Sometimes, the data collected from the sources are not always represented in specific age groups rather represented by the the total number of individual death records per week. However, the researchers reclassified their dataset based on the ranges of age and sex distributions of every country so that one can easily find out how many people died in per week of each country based on an equation and earlier distribution data. The paper focuses on the implementation of multi-output regression models such as logistic regression, decision tree, random forest, k nearest neighbors, lasso, support vector regressor, artificial neural network, and recurrent neural network to correctly predict death counts for specific age groups. According to the results, random forest delivered the highest performance with an R squared coefficient value of 0.9975, root mean square error of 43.2263, and mean absolute error of 16.4069.",https://www.semanticscholar.org/paper/97f746f6bd849bbd6fa66472f8ebb8bba2a6c09c,97f746f6bd849bbd6fa66472f8ebb8bba2a6c09c
Usage areas of nanoparticles in veterinary dermatology,"Gökçe İlhan, B. Dokuzeylül, A. Kayar, E. Or","Elements such as gold and silver have been used to treat various diseases since ancient times. These elements, which are used today, have been diversified and sized with many researches. Recently, it is seen that nanoparticles are frequently used in the medical field. Nanoparticles can be 1-1000 nanometers in size and gain biological, physical and chemical functionality due to their nano size. The type and size of these nanoparticles are chosen according to the area in which they will be used. These prepared drugs are used for purposes such as biosensor imaging, transporting drugs to the target organ, protecting the transported substance against denaturations, increasing the immunological response, and transporting chemotherapeutic drugs. 
 
Today, with the increase in the number of dermatological cases in clinics, different treatment methods and systems are being developed. There are various nanoparticles used in dermatological cases to increase the bioavailability of topical, oral or injectable drugs and to increase the effect in the targeted area. These drugs have been used in conditions such as antimicrobial, antiparasitic, antifungal, allergen-specific immunotherapy, wound healing, tumors and atopic dermatitis. Many studies have also been carried out in the field of dermatology and it has been shown that nanoparticles used for follicular application provide advantages in dermal drug delivery, including improved skin bioavailability, increased depth of penetration, prolonged residence time, rapid transport to the skin and tissue targeting, in dermal drug delivery by using the appropriate nanoparticles in the right sizes. Particles can collect in the follicular opening and penetrate through the follicular canal when applied to the skin surface. This review has been prepared to investigate the usability of nanoparticle-derived drugs used in human medicine in veterinary applications.",https://www.semanticscholar.org/paper/de4f01042a959f97841f99df38879e62585a03e1,de4f01042a959f97841f99df38879e62585a03e1
A Comparative Study of Sentiment Analysis on Public Opinion Data Using BERT and LSTM Architecture Based on a Transformers Approach,"Bristi Rani Roy, Md. Harun Or Rashid, Md. Mominul Haque, Ananya Sarker","Human being are able to express their thoughts, perspectives, and opinions on a variety of topics through online forums, blogs, social media sites, digital discussion forums, as well as other virtual spaces as a result of the lightning-fast growth of technological advancements like the Internet and the rise of social networks. These viewpoints may help businesses like hotels and the tourism industry in enhancing their commodities and amenities for the visitors they serve. People are able to learn considerable information from the analysis of public sentiment, thoughts, perceptions, opinions, and so on. Sentiment analysis is essential for exploring the public’s sentiment or opinion because the findings may provide us with insightful information. By using Deep Learning technology to analyze the emotional tenor of comments, it is now possible to quickly understand public opinion on hotel product preferences, advertising tactics, and financial goals. Sentiment Analysis is another Natural Language Processing (NLP) application that has encountered an immense surge in popularity over the past few years. Nevertheless, the difficulties in NLP are impeding sentiment analysis’s efficacy and accuracy. Deep learning models have been highlighted to be a promising response to NLP’s issues lately. This research compares the BERT model with the LSTM model to accomplish sentiment analysis objectives to overcome this limitation. We developed a customized unique data set based on the general consensus regarding hotel reviews to properly implement the aforementioned method. Last but not least, a comparative study between the BERT and LSTM models has been conducted on the experimental results for the input features.",https://www.semanticscholar.org/paper/bf575f45d83c42e8cab10b24e6822a978bbf3ade,bf575f45d83c42e8cab10b24e6822a978bbf3ade
"3.M. Round table: Health System Strengthening in the European Union: infrastructure, digitization, health workforce","prison, Zeynep Or, citation, PeterAllebeck, Rachel Moriarty","Abstract The COVID-19 pandemic has been a severe external shock for health systems across Europe. While immediate responses included building surge capacity and rolling out mass vaccination programmes, the pandemic has highlighted longstanding problems in all health systems. Consequently, policy responses are now focussed on health system strengthening to protect health systems and health workers during future health shocks. For European Union member states, building resilience into health systems has been supported by funding for National Recovery and Resilience Plans that have focussed on investing in infrastructure and digital architecture to future-proof health systems. However, there is also an urgent need to support the health workforce and addressing shortages of health workers will require long-term solutions. This workshop will provide a platform for sharing knowledge on health system strengthening in EU countries. The objectives of the roundtable are to i) identify cross-cutting themes and approaches to health system strengthening in the EU, and ii) establish opportunities for cross-border research and learning. In the workshop we will describe the recent developments in Czechia, Denmark, France and Italy from a comparative perspective. The workshop will consist of a roundtable with four speakers, followed by a broad discussion with audience interventions to bring in the experience of other Member States. The moderated discussion will emphasise learning from other countries in the European Union and the potential for cross-border solutions. Each panel member will make a short presentation on the latest developments in Czechia, Denmark, France, and Italy, drawing on their work writing the latest Health Systems Reviews - highlighting common themes and the role of EU Recovery Funds. Health System Reviews underpin the Health Systems in Transition (HiT) series, a core part of country monitoring undertaken by the European Observatory on Health Systems and Policies. These Reviews are routinely updated and provide a systematic description of the functioning of health systems in countries as well as reform and policy initiatives in progress or under development. As these are in-depth descriptions which detail the intricacies of health systems and an assessment of their performance, they provide the ideal basis for understanding the true complexity of acute system-wide challenges countries are currently facing. Key messages • Even health systems in high-income countries need strengthening to better cope with future external shocks and building sufficient health workforce capacity is a long-term policy goal. • Drawing on evidence, the workshop will help to identify trends in how health systems are adapting and building resilience in the face of acute system-wide challenges. Speakers/Panelists Karsten Vrangbaek University of Copenhagen, Copenhagen, Denmark Zeynep Or IRDES, Paris, France Antonio Giulio de Belvis Fondazione Policlinico Universitario A. Gemelli-IRCCS, Rome, Italy Nathan Shuftan Berlin University of Technology, Berlin, Germany",https://www.semanticscholar.org/paper/524aca14891009f741c74e0907bc7bad740a0aa5,524aca14891009f741c74e0907bc7bad740a0aa5
Usage areas of nanoparticles in veterinary dermatology,"Gökçe İlhan, B. Dokuzeylül, A. Kayar, E. Or","Elements such as gold and silver have been used to treat various diseases since ancient times. These elements, which are used today, have been diversified and sized with many researches. Recently, it is seen that nanoparticles are frequently used in the medical field. Nanoparticles can be 1-1000 nanometers in size and gain biological, physical and chemical functionality due to their nano size. The type and size of these nanoparticles are chosen according to the area in which they will be used. These prepared drugs are used for purposes such as biosensor imaging, transporting drugs to the target organ, protecting the transported substance against denaturations, increasing the immunological response, and transporting chemotherapeutic drugs. 
 
Today, with the increase in the number of dermatological cases in clinics, different treatment methods and systems are being developed. There are various nanoparticles used in dermatological cases to increase the bioavailability of topical, oral or injectable drugs and to increase the effect in the targeted area. These drugs have been used in conditions such as antimicrobial, antiparasitic, antifungal, allergen-specific immunotherapy, wound healing, tumors and atopic dermatitis. Many studies have also been carried out in the field of dermatology and it has been shown that nanoparticles used for follicular application provide advantages in dermal drug delivery, including improved skin bioavailability, increased depth of penetration, prolonged residence time, rapid transport to the skin and tissue targeting, in dermal drug delivery by using the appropriate nanoparticles in the right sizes. Particles can collect in the follicular opening and penetrate through the follicular canal when applied to the skin surface. This review has been prepared to investigate the usability of nanoparticle-derived drugs used in human medicine in veterinary applications.",https://www.semanticscholar.org/paper/de4f01042a959f97841f99df38879e62585a03e1,de4f01042a959f97841f99df38879e62585a03e1
Synthetic Microbial Ecology: Engineering Habitats for Modular Consortia,"S. Ben Said, D. Or","The metabolic diversity present in microbial communities enables cooperation toward accomplishing more complex tasks than possible by a single organism. Members of a consortium communicate by exchanging metabolites or signals that allow them to coordinate their activity through division of labor. In contrast with monocultures, evidence suggests that microbial consortia self-organize to form spatial patterns, such as observed in biofilms or in soil aggregates, that enable them to respond to gradient, to improve resource interception and to exchange metabolites more effectively. Current biotechnological applications of microorganisms remain rudimentary, often relying on genetically engineered monocultures (e.g., pharmaceuticals) or mixed-cultures of partially known composition (e.g., wastewater treatment), yet the vast potential of “microbial ecological power” observed in most natural environments, remains largely underused. In line with the Unified Microbiome Initiative (UMI) which aims to “discover and advance tools to understand and harness the capabilities of Earth's microbial ecosystems,” we propose in this concept paper to capitalize on ecological insights into the spatial and modular design of interlinked microbial consortia that would overcome limitations of natural systems and attempt to optimize the functionality of the members and the performance of the engineered consortium. The topology of the spatial connections linking the various members and the regulated fluxes of media between those modules, while representing a major engineering challenge, would allow the microbial species to interact. The modularity of such spatially linked microbial consortia (SLMC) could facilitate the design of scalable bioprocesses that can be incorporated as parts of a larger biochemical network. By reducing the need for a compatible growth environment for all species simultaneously, SLMC will dramatically expand the range of possible combinations of microorganisms and their potential applications. We briefly review existing tools to engineer such assemblies and optimize potential benefits resulting from the collective activity of their members. Prospective microbial consortia and proposed spatial configurations will be illustrated and preliminary calculations highlighting the advantages of SLMC over co-cultures will be presented, followed by a discussion of challenges and opportunities for moving forward with some designs.",https://www.semanticscholar.org/paper/b4d7e427474d93e02140a0632584ce88d4cfe6e8,b4d7e427474d93e02140a0632584ce88d4cfe6e8
